PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,niveau_precedent,transition,evolution,priorite_intervention,statut_suivi
2024-11-01,CPTE_000704,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,18,837.45,9424.87,1703.54,54,13.67,89.0,1779.79,18.0,2.0,23,F,Services,Veuf/Veuve,Sans emploi,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000196,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,839.75,6781.5,2446.56,33,16.0,100.0,695.86,15.0,4.0,23,M,Services,Veuf/Veuve,Indépendant,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000203,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,19,804.87,7975.86,1076.54,59,14.67,97.0,778.58,12.0,7.0,23,M,Industrie,Divorcé(e),Sans emploi,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000209,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,804.13,6437.89,4009.87,49,15.67,101.0,949.99,14.0,5.0,23,F,Services,Divorcé(e),Retraité,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000253,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,723.5,1587.01,2617.55,36,17.0,97.0,484.32,14.0,5.0,23,F,Industrie,Divorcé(e),Retraité,2500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000320,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,17,808.05,9606.99,1929.95,37,15.67,103.0,1052.58,16.0,3.0,23,M,Administration,Veuf/Veuve,Sans emploi,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000344,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,19,924.34,15099.11,2013.58,52,17.33,103.0,2258.0,15.0,4.0,23,M,Artisanat,Marié(e),Sans emploi,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000404,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,17,725.51,2144.28,2015.16,38,18.0,112.0,404.03,17.0,2.0,23,M,Artisanat,Célibataire,Indépendant,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000464,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,17,947.23,10007.04,1344.7,61,15.0,93.0,2100.86,16.0,3.0,23,F,Agriculture,Divorcé(e),Indépendant,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000660,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,805.88,2346.41,3117.72,23,17.0,107.0,209.76,14.0,5.0,23,F,Agriculture,Veuf/Veuve,Salarié,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000723,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,925.07,11544.3,1408.21,43,15.33,108.0,2112.05,16.0,3.0,23,F,Services,Marié(e),Fonctionnaire,5500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
