PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE
2023-01-01,CPTE_000463,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,15,14,763.34,7856.16,1586.42,27,0.0,0.0,0.0,0.0,15.0,1,M,Commerce,Célibataire,Retraité,3500
2023-01-01,CPTE_000499,0.9918,99.2,Critique,Intervention immédiate aujourd'hui,22,22,975.41,18542.86,2880.82,36,0.0,0.0,0.0,0.0,22.0,1,F,Industrie,Divorcé(e),Fonctionnaire,8500
2023-01-01,CPTE_000506,0.9921,99.2,Critique,Intervention immédiate aujourd'hui,17,16,845.88,18315.37,531.73,28,0.0,0.0,0.0,0.0,17.0,1,F,Services,Célibataire,Salarié,5000
2023-01-01,CPTE_000508,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,10,8,399.49,7301.46,3285.37,34,0.0,0.0,0.0,0.0,10.0,1,F,Administration,Veuf/Veuve,Retraité,2000
2023-01-01,CPTE_000514,0.9915,99.2,Critique,Intervention immédiate aujourd'hui,20,20,744.15,22592.45,3748.56,42,0.0,0.0,0.0,0.0,20.0,1,F,Commerce,Divorcé(e),Salarié,3500
2023-01-01,CPTE_000534,0.9916,99.2,Critique,Intervention immédiate aujourd'hui,18,17,803.41,17901.35,2024.35,54,0.0,0.0,0.0,0.0,18.0,1,F,Agriculture,Veuf/Veuve,Salarié,1500
2023-01-01,CPTE_000556,0.9916,99.2,Critique,Intervention immédiate aujourd'hui,9,9,296.31,8133.22,3277.37,38,0.0,0.0,0.0,0.0,9.0,1,F,Artisanat,Divorcé(e),Indépendant,3000
2023-01-01,CPTE_000558,0.992,99.2,Critique,Intervention immédiate aujourd'hui,18,16,749.52,13002.16,5186.68,19,0.0,0.0,0.0,0.0,18.0,1,M,Administration,Célibataire,Retraité,9000
2023-01-01,CPTE_000562,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,21,19,703.15,9434.18,2119.32,28,0.0,0.0,0.0,0.0,21.0,1,M,Industrie,Célibataire,Fonctionnaire,6500
2023-01-01,CPTE_000569,0.992,99.2,Critique,Intervention immédiate aujourd'hui,17,17,958.08,10123.65,5620.37,21,0.0,0.0,0.0,0.0,17.0,1,F,Artisanat,Divorcé(e),Salarié,1000
2023-01-01,CPTE_000570,0.9919,99.2,Critique,Intervention immédiate aujourd'hui,21,20,826.43,7586.32,972.87,51,0.0,0.0,0.0,0.0,21.0,1,F,Agriculture,Célibataire,Salarié,7500
2023-01-01,CPTE_000573,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,16,14,701.38,13085.99,844.23,19,0.0,0.0,0.0,0.0,16.0,1,M,Commerce,Marié(e),Salarié,2000
2023-01-01,CPTE_000575,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,18,16,984.48,12142.47,4472.84,21,0.0,0.0,0.0,0.0,18.0,1,M,Industrie,Veuf/Veuve,Fonctionnaire,6500
2023-01-01,CPTE_000577,0.9918,99.2,Critique,Intervention immédiate aujourd'hui,21,19,939.05,16444.42,2359.76,27,0.0,0.0,0.0,0.0,21.0,1,F,Agriculture,Célibataire,Fonctionnaire,9000
2023-01-01,CPTE_000581,0.9918,99.2,Critique,Intervention immédiate aujourd'hui,14,14,891.68,14678.45,713.69,43,0.0,0.0,0.0,0.0,14.0,1,M,Artisanat,Veuf/Veuve,Fonctionnaire,9000
2023-01-01,CPTE_000591,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,15,13,909.64,15912.0,3477.73,37,0.0,0.0,0.0,0.0,15.0,1,F,Artisanat,Célibataire,Salarié,3500
2023-01-01,CPTE_000611,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,20,18,813.2,9186.66,1300.5,37,0.0,0.0,0.0,0.0,20.0,1,F,Industrie,Marié(e),Retraité,8500
2023-01-01,CPTE_000613,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,20,19,735.08,9285.27,4185.08,22,0.0,0.0,0.0,0.0,20.0,1,M,Commerce,Veuf/Veuve,Retraité,7500
2023-01-01,CPTE_000644,0.9919,99.2,Critique,Intervention immédiate aujourd'hui,21,19,960.11,8478.76,2908.81,50,0.0,0.0,0.0,0.0,21.0,1,F,Agriculture,Célibataire,Salarié,7000
2023-01-01,CPTE_000649,0.9916,99.2,Critique,Intervention immédiate aujourd'hui,16,15,773.78,10410.38,1070.45,21,0.0,0.0,0.0,0.0,16.0,1,F,Agriculture,Veuf/Veuve,Indépendant,3000
2023-01-01,CPTE_000653,0.9916,99.2,Critique,Intervention immédiate aujourd'hui,19,17,762.69,8320.21,6186.91,28,0.0,0.0,0.0,0.0,19.0,1,M,Agriculture,Marié(e),Salarié,7000
2023-01-01,CPTE_000661,0.9915,99.2,Critique,Intervention immédiate aujourd'hui,16,16,726.97,14927.01,836.22,50,0.0,0.0,0.0,0.0,16.0,1,F,Services,Marié(e),Retraité,1000
2023-01-01,CPTE_000663,0.9919,99.2,Critique,Intervention immédiate aujourd'hui,19,19,904.03,6992.18,1628.37,20,0.0,0.0,0.0,0.0,19.0,1,F,Commerce,Veuf/Veuve,Fonctionnaire,6000
2023-01-01,CPTE_000667,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,17,17,911.27,13527.27,2085.46,55,0.0,0.0,0.0,0.0,17.0,1,M,Commerce,Célibataire,Retraité,9500
2023-01-01,CPTE_000678,0.9921,99.2,Critique,Intervention immédiate aujourd'hui,17,17,774.28,7849.81,4246.78,19,0.0,0.0,0.0,0.0,17.0,1,M,Agriculture,Veuf/Veuve,Fonctionnaire,7000
2023-01-01,CPTE_000681,0.9918,99.2,Critique,Intervention immédiate aujourd'hui,9,9,343.87,7932.65,998.29,34,0.0,0.0,0.0,0.0,9.0,1,F,Services,Célibataire,Retraité,1500
2023-01-01,CPTE_000686,0.9915,99.2,Critique,Intervention immédiate aujourd'hui,20,18,963.52,14984.26,3417.76,22,0.0,0.0,0.0,0.0,20.0,1,M,Commerce,Marié(e),Salarié,1000
2023-01-01,CPTE_000689,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,20,19,898.17,12871.73,3511.03,31,0.0,0.0,0.0,0.0,20.0,1,M,Services,Marié(e),Indépendant,6500
2023-01-01,CPTE_000710,0.992,99.2,Critique,Intervention immédiate aujourd'hui,20,20,939.91,20327.98,3321.36,40,0.0,0.0,0.0,0.0,20.0,1,M,Industrie,Célibataire,Retraité,9500
2023-01-01,CPTE_000719,0.9922,99.2,Critique,Intervention immédiate aujourd'hui,17,15,948.04,6785.57,1631.68,25,0.0,0.0,0.0,0.0,17.0,1,F,Artisanat,Veuf/Veuve,Salarié,9500
2023-01-01,CPTE_000729,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,11,11,353.75,20597.91,2047.15,45,0.0,0.0,0.0,0.0,11.0,1,M,Industrie,Marié(e),Retraité,9500
2023-01-01,CPTE_000734,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,10,9,266.95,16552.13,4212.96,22,0.0,0.0,0.0,0.0,10.0,1,M,Services,Divorcé(e),Fonctionnaire,6000
2023-01-01,CPTE_000748,0.9915,99.2,Critique,Intervention immédiate aujourd'hui,10,8,301.8,21314.64,3000.9,58,0.0,0.0,0.0,0.0,10.0,1,F,Agriculture,Veuf/Veuve,Retraité,1000
2023-01-01,CPTE_000758,0.9924,99.2,Critique,Intervention immédiate aujourd'hui,21,20,906.33,18965.28,5155.66,44,0.0,0.0,0.0,0.0,21.0,1,M,Administration,Divorcé(e),Retraité,9500
2023-01-01,CPTE_000767,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,15,15,992.33,20215.03,2906.66,46,0.0,0.0,0.0,0.0,15.0,1,F,Industrie,Célibataire,Salarié,6500
2023-01-01,CPTE_000772,0.9921,99.2,Critique,Intervention immédiate aujourd'hui,16,16,786.41,7313.41,4832.12,27,0.0,0.0,0.0,0.0,16.0,1,F,Commerce,Marié(e),Fonctionnaire,8500
2023-01-01,CPTE_000780,0.9915,99.2,Critique,Intervention immédiate aujourd'hui,11,11,396.4,5355.77,4254.45,60,0.0,0.0,0.0,0.0,11.0,1,M,Industrie,Veuf/Veuve,Retraité,9000
2023-01-01,CPTE_000786,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,19,18,961.31,18987.62,4931.46,48,0.0,0.0,0.0,0.0,19.0,1,F,Industrie,Veuf/Veuve,Indépendant,5500
2023-01-01,CPTE_000790,0.9917,99.2,Critique,Intervention immédiate aujourd'hui,17,15,911.48,15566.21,1677.82,56,0.0,0.0,0.0,0.0,17.0,1,F,Commerce,Divorcé(e),Salarié,6500
2023-01-01,CPTE_000011,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,11,9,948.67,10685.11,1319.05,24,0.0,0.0,0.0,0.0,11.0,1,M,Commerce,Veuf/Veuve,Retraité,2500
2023-01-01,CPTE_000017,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,14,13,259.8,23379.88,3040.12,50,0.0,0.0,0.0,0.0,14.0,1,M,Industrie,Marié(e),Fonctionnaire,5000
2023-01-01,CPTE_000022,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,12,11,298.3,3456.39,2187.74,29,0.0,0.0,0.0,0.0,12.0,1,F,Agriculture,Marié(e),Sans emploi,8500
2023-01-01,CPTE_000025,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,8,8,289.72,15148.91,3411.78,47,0.0,0.0,0.0,0.0,8.0,1,F,Administration,Marié(e),Salarié,8500
2023-01-01,CPTE_000034,0.9914,99.1,Critique,Intervention immédiate aujourd'hui,9,7,292.47,6400.77,3838.03,53,0.0,0.0,0.0,0.0,9.0,1,M,Services,Divorcé(e),Salarié,2500
2023-01-01,CPTE_000052,0.9909,99.1,Critique,Intervention immédiate aujourd'hui,8,7,363.84,9716.68,4349.37,40,0.0,0.0,0.0,0.0,8.0,1,F,Services,Veuf/Veuve,Salarié,4000
2023-01-01,CPTE_000061,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,13,12,310.93,3641.85,4122.75,53,0.0,0.0,0.0,0.0,13.0,1,M,Industrie,Marié(e),Sans emploi,7000
2023-01-01,CPTE_000066,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,18,16,950.82,5773.98,2869.43,26,0.0,0.0,0.0,0.0,18.0,1,F,Administration,Veuf/Veuve,Fonctionnaire,5000
2023-01-01,CPTE_000068,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,22,22,768.52,4622.59,2155.89,23,0.0,0.0,0.0,0.0,22.0,1,M,Industrie,Marié(e),Fonctionnaire,2500
2023-01-01,CPTE_000084,0.991,99.1,Critique,Intervention immédiate aujourd'hui,8,6,339.69,18940.12,2949.76,22,0.0,0.0,0.0,0.0,8.0,1,M,Commerce,Divorcé(e),Fonctionnaire,1500
2023-01-01,CPTE_000087,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,12,11,231.12,15762.67,3940.87,19,0.0,0.0,0.0,0.0,12.0,1,M,Agriculture,Célibataire,Indépendant,2000
2023-01-01,CPTE_000089,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,15,13,756.5,16811.76,5506.49,37,0.0,0.0,0.0,0.0,15.0,1,M,Agriculture,Marié(e),Sans emploi,1000
2023-01-01,CPTE_000093,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,21,21,827.65,9423.89,3818.82,53,0.0,0.0,0.0,0.0,21.0,1,F,Administration,Veuf/Veuve,Sans emploi,4500
2023-01-01,CPTE_000111,0.9911,99.1,Critique,Intervention immédiate aujourd'hui,15,13,714.97,4851.59,2785.82,27,0.0,0.0,0.0,0.0,15.0,1,M,Services,Célibataire,Indépendant,4000
2023-01-01,CPTE_000138,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,15,14,900.42,4383.59,1861.83,27,0.0,0.0,0.0,0.0,15.0,1,M,Commerce,Célibataire,Fonctionnaire,2000
2023-01-01,CPTE_000148,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,9,7,274.21,22188.09,1494.12,23,0.0,0.0,0.0,0.0,9.0,1,F,Administration,Célibataire,Retraité,1000
2023-01-01,CPTE_000172,0.9914,99.1,Critique,Intervention immédiate aujourd'hui,16,14,705.06,14884.03,5291.92,60,0.0,0.0,0.0,0.0,16.0,1,M,Agriculture,Célibataire,Indépendant,9500
2023-01-01,CPTE_000178,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,8,7,380.88,19877.38,2556.63,37,0.0,0.0,0.0,0.0,8.0,1,M,Artisanat,Célibataire,Sans emploi,7000
2023-01-01,CPTE_000179,0.9914,99.1,Critique,Intervention immédiate aujourd'hui,21,21,862.86,12406.35,4337.2,51,0.0,0.0,0.0,0.0,21.0,1,M,Industrie,Divorcé(e),Sans emploi,3500
2023-01-01,CPTE_000181,0.9915,99.1,Critique,Intervention immédiate aujourd'hui,19,17,926.73,25671.92,3666.13,49,0.0,0.0,0.0,0.0,19.0,1,M,Industrie,Veuf/Veuve,Retraité,2000
2023-01-01,CPTE_000186,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,23,21,811.72,2107.2,3778.09,43,0.0,0.0,0.0,0.0,23.0,1,F,Agriculture,Veuf/Veuve,Retraité,6000
2023-01-01,CPTE_000193,0.9914,99.1,Critique,Intervention immédiate aujourd'hui,10,10,212.59,10119.64,2810.54,34,0.0,0.0,0.0,0.0,10.0,1,M,Agriculture,Marié(e),Retraité,5000
2023-01-01,CPTE_000197,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,21,21,999.23,5180.63,2744.7,23,0.0,0.0,0.0,0.0,21.0,1,M,Artisanat,Veuf/Veuve,Indépendant,2000
2023-01-01,CPTE_000199,0.9907,99.1,Critique,Intervention immédiate aujourd'hui,22,21,860.38,6124.9,1852.88,32,0.0,0.0,0.0,0.0,22.0,1,F,Agriculture,Marié(e),Retraité,6500
2023-01-01,CPTE_000203,0.991,99.1,Critique,Intervention immédiate aujourd'hui,13,12,731.66,10452.93,1076.7,57,0.0,0.0,0.0,0.0,13.0,1,M,Industrie,Divorcé(e),Sans emploi,3000
2023-01-01,CPTE_000208,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,9,7,227.79,4914.38,4261.41,58,0.0,0.0,0.0,0.0,9.0,1,M,Administration,Veuf/Veuve,Sans emploi,4000
2023-01-01,CPTE_000209,0.9905,99.1,Critique,Intervention immédiate aujourd'hui,21,20,708.61,5120.29,4599.91,47,0.0,0.0,0.0,0.0,21.0,1,F,Services,Divorcé(e),Retraité,2000
2023-01-01,CPTE_000214,0.9913,99.1,Critique,Intervention immédiate aujourd'hui,9,8,376.8,4699.74,693.38,58,0.0,0.0,0.0,0.0,9.0,1,F,Industrie,Veuf/Veuve,Indépendant,5000
2023-01-01,CPTE_000217,0.9911,99.1,Critique,Intervention immédiate aujourd'hui,10,10,392.91,2276.39,4005.72,40,0.0,0.0,0.0,0.0,10.0,1,F,Agriculture,Divorcé(e),Indépendant,3500
2023-01-01,CPTE_000228,0.9912,99.1,Critique,Intervention immédiate aujourd'hui,23,22,936.54,3803.42,1408.49,46,0.0,0.0,0.0,0.0,23.0,1,F,Services,Divorcé(e),Retraité,3500
2023-01-01,CPTE_000231,0.9914,99.1,Critique,Intervention immédiate aujourd'hui,11,9,311.82,9340.06,1047.75,49,0.0,0.0,0.0,0.0,11.0,1,F,Artisanat,Célibataire,Fonctionnaire,5500
2023-01-01,CPTE_000261,0.9911,99.1,Critique,Intervention immédiate aujourd'hui,17,17,771.22,3945.89,2338.37,50,0.0,0.0,0.0,0.0,17.0,1,M,Administration,Divorcé(e),Indépendant,4000
